,Name,club,Appearances,Wins,Losses,Clean sheets,Goals conceded,Tackles,Tackle success (%),Last man tackles,Blocked shots,Interceptions,Clearances,Headed clearances,Clearances off the line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goals,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Free-kicks scored,Shots,Shots on target,Shot accuracy,Hit the woodwork,Big chances missed,Yellow cards,Red cards,Fouls commited,Offsides,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy (%),Through balls,Accurate long balls
742,Kayne Ramsay,"['Southampton', 'Southampton', 'Southampton']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
743,Aaron Ramsdale,"['AFC Bournemouth', 'AFC Bournemouth']",37,9,21,5,62,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,1,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,1,945,25.54,No value,No value,No value,No value,203
744,Aaron Ramsey,['Arsenal'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
745,Darren Randolph,['West Ham United'],2,0,1,0,5,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,36,18.00,No value,No value,No value,No value,16
746,Marcus Rashford,['Manchester United'],31,15,6,No value,No value,13,No value,No value,18,10,16,9,No value,No value,No value,No value,No value,No value,No value,No value,No value,17,0.55,1,13,3,6,0,95,44,46%,6,13,3,0,21,13,7,941,30.35,9,33,No value,No value,No value
747,Nathan Redmond,['Southampton'],32,13,13,No value,No value,49,59%,No value,14,16,10,1,No value,203,176,196,79,18,45,No value,0,4,0.13,0,3,1,0,0,59,21,36%,2,3,2,0,23,5,4,"1,021",31.91,6,41,17%,4,38
748,Harrison Reed,"['Southampton', 'Southampton', 'Southampton', 'Southampton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
749,Winston Reid,"['West Ham United', 'West Ham United', 'West Ham United', 'West Ham United']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
750,Panagiotis Retsos,['Sheffield United (Loan)'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
751,Dominic Revan,['Aston Villa'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
752,Jordan Rhodes,['Norwich City (Loan)'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
753,Ricardo Pereira,['Leicester City'],28,15,8,10,27,119,57%,3,3,49,74,38,0,171,257,215,60,42,48,0,0,3,No value,0,2,1,No value,No value,No value,No value,No value,0,No value,1,0,45,0,2,"1,572",56.14,5,60,15%,4,59
754,Declan Rice,['West Ham United'],38,10,19,7,62,116,52%,0,8,77,51,24,0,312,223,161,49,52,34,0,0,1,No value,0,1,0,No value,No value,No value,No value,No value,2,No value,6,0,41,2,3,"1,733",45.61,1,28,39%,1,128
755,Taylor Richards,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Manchester City']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
756,Lewis Richardson,"['Burnley', 'Burnley']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
757,Richarlison,['Everton'],36,13,15,No value,No value,70,No value,No value,24,12,40,29,No value,No value,No value,No value,No value,No value,No value,No value,No value,13,0.36,4,3,5,0,0,90,32,36%,3,5,8,0,43,17,3,788,21.89,13,56,No value,No value,No value
758,Diego Rico,['AFC Bournemouth'],27,8,14,5,38,61,64%,0,4,84,60,27,0,168,129,108,13,33,28,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,1,No value,6,0,18,2,4,"1,085",40.19,5,173,25%,2,57
759,Jairo Riedewald,['Crystal Palace'],17,4,6,0,9,14,71%,0,2,17,19,8,0,47,27,22,8,3,5,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,3,0,0,329,19.35,0,6,17%,1,16
760,Matt Ritchie,['Newcastle United'],18,4,8,No value,No value,22,68%,No value,9,14,27,14,No value,78,67,67,8,21,19,No value,0,2,0.11,0,0,2,0,0,26,8,31%,1,1,4,0,26,0,1,526,29.22,4,99,29%,0,23
761,Roberto Firmino,['Liverpool'],38,32,3,No value,No value,37,No value,No value,29,7,11,9,No value,No value,No value,No value,No value,No value,No value,No value,No value,9,0.24,3,3,3,0,0,99,39,39%,4,20,0,0,29,6,8,"1,161",30.55,10,9,No value,No value,No value
762,Haydon Roberts,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton & Hove Albion']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
763,Andrew Robertson,['Liverpool'],36,31,3,9,31,54,57%,0,7,38,58,25,0,210,122,116,22,33,34,0,0,2,No value,2,0,0,No value,No value,No value,No value,No value,0,No value,2,0,18,2,12,"2,492",69.22,14,210,20%,2,84
764,Callum Robinson,"['Sheffield United', 'Sheffield United', 'Sheffield United']",16,3,5,No value,No value,6,No value,No value,3,7,3,3,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.06,0,1,0,0,0,12,4,33%,0,1,1,0,11,1,1,138,8.63,1,15,No value,No value,No value
765,Roderick Miranda,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
766,Rodrigo,['Manchester City'],35,24,8,No value,No value,50,60%,No value,4,26,32,19,No value,228,170,141,31,57,30,No value,0,3,0.09,1,2,0,0,0,24,9,38%,0,0,8,0,43,0,2,"2,579",73.69,3,8,25%,2,171
767,Jay Rodriguez,['Burnley'],36,14,13,No value,No value,29,No value,No value,12,5,11,6,No value,No value,No value,No value,No value,No value,No value,No value,No value,8,0.22,3,3,1,1,0,67,30,45%,2,11,1,0,26,22,1,464,12.89,1,15,No value,No value,No value
768,Jack Rodwell,"['Sheffield United', 'Sheffield United']",1,0,0,No value,No value,0,0%,No value,0,0,1,0,No value,1,0,1,0,0,1,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,2,2.00,0,0,0%,0,0
769,Marcos Rojo,"['Manchester United', 'Manchester United']",3,1,1,0,2,3,33%,0,0,0,6,4,0,7,6,6,0,2,2,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,2,0,0,46,15.33,0,3,0%,0,0
770,Jack Roles,['Tottenham Hotspur'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
771,Sergio Romero,['Manchester United'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
772,Oriol Romeu,['Southampton'],30,13,12,No value,No value,55,64%,No value,5,34,30,11,No value,152,126,130,13,42,39,No value,0,0,0.00,0,0,0,0,0,8,0,0%,0,0,5,0,39,1,0,"1,076",35.87,4,6,50%,1,46
773,Salomón Rondón,['Newcastle United (Loan)'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
774,Danny Rose,"['Newcastle United (Loan)', 'Newcastle United (Loan)', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur']",23,6,10,4,28,39,59%,0,1,18,41,19,0,95,113,82,15,20,18,0,2,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,7,0,25,0,0,837,36.39,1,45,22%,1,20
775,Rúben Neves,['Wolverhampton Wanderers'],38,15,9,No value,No value,62,53%,No value,23,56,31,12,No value,303,128,120,22,29,27,No value,0,2,0.05,0,2,0,0,0,61,10,16%,2,0,9,0,29,0,2,"2,023",53.24,3,34,24%,8,222
776,Rúben Vinagre,['Wolverhampton Wanderers'],16,6,4,1,6,23,57%,0,1,11,15,5,0,45,58,58,20,7,10,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,7,0,0,242,15.13,2,30,30%,0,6
777,John Ruddy,['Wolverhampton Wanderers'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
778,Antonio Rüdiger,['Chelsea'],20,10,7,5,24,28,64%,0,3,16,56,29,0,141,96,69,3,57,39,1,1,2,No value,2,0,0,No value,No value,No value,No value,No value,0,No value,3,0,19,0,0,"1,492",74.60,2,7,14%,3,113
779,Rui Patrício,['Wolverhampton Wanderers'],38,15,9,13,40,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,2,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,734,19.32,No value,No value,No value,No value,281
780,Lukas Rupp,['Norwich City'],12,2,9,No value,No value,15,60%,No value,1,15,2,1,No value,56,30,56,4,5,14,No value,0,0,0.00,0,0,0,0,0,4,2,50%,0,1,1,0,10,0,0,265,22.08,1,3,0%,2,4
781,Will Russ,['Leicester City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
782,Mat Ryan,['Brighton and Hove Albion'],38,9,15,9,54,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,"1,220",32.11,No value,No value,No value,No value,260
783,Ryan Sessegnon,['Tottenham Hotspur'],6,3,1,0,5,6,67%,0,1,3,10,8,0,18,18,15,4,6,5,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,4,2,0,159,26.50,0,13,8%,0,4
784,Allan Saint-Maximin,['Newcastle United'],26,10,8,No value,No value,13,No value,No value,14,9,4,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,3,0.12,1,2,0,0,0,46,21,46%,2,4,0,0,18,3,4,431,16.58,8,45,No value,No value,No value
785,Romain Saïss,['Wolverhampton Wanderers'],33,14,9,No value,No value,55,69%,No value,5,55,121,66,No value,185,205,132,7,120,68,No value,0,2,0.06,1,0,1,0,0,24,8,33%,0,5,10,1,43,2,1,"1,628",49.33,2,9,11%,1,134
786,Henri Saivet,"['Newcastle United', 'Newcastle United', 'Newcastle United']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
787,Bukayo Saka,"['Arsenal', 'Arsenal']",26,9,7,No value,No value,36,No value,No value,4,12,11,6,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.04,0,0,1,0,0,13,4,31%,1,1,6,0,22,10,5,675,25.96,6,67,No value,No value,No value
788,Mamadou Sakho,['Crystal Palace'],14,4,7,0,21,7,71%,0,0,20,44,21,0,67,30,28,4,17,17,0,1,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,1,3,0,0,538,38.43,0,0,0%,0,28
789,Bakary Sako,['Crystal Palace'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
790,William Saliba,"['Arsenal', 'Arsenal']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
791,Mbwana Samatta,['Aston Villa'],14,2,8,No value,No value,6,No value,No value,5,1,6,2,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.07,1,0,0,0,0,17,3,18%,0,3,1,0,9,8,0,172,12.29,1,3,No value,No value,No value
792,Austin Samuels,"['Wolverhampton Wanderers U21', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers U21']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
793,Robert Sánchez,"['Brighton & Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
794,Max Sanders,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton & Hove Albion']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
795,Dion Sanderson,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
796,Philippe Sandler,['Manchester City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
797,Leroy Sané,['Manchester City'],1,1,0,No value,No value,0,No value,No value,1,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,2,0,0%,0,0,0,0,0,0,0,7,7.00,0,0,No value,No value,No value
798,Matija Sarkic,"['Aston Villa', 'Aston Villa', 'Aston Villa']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
799,Ismaila Sarr,['Watford'],28,7,15,No value,No value,11,No value,No value,14,18,6,3,No value,No value,No value,No value,No value,No value,No value,No value,No value,5,0.18,0,5,0,0,0,44,13,30%,0,6,1,0,22,13,4,492,17.57,9,99,No value,No value,No value
800,Christian Saydee,"['AFC Bournemouth', 'AFC Bournemouth']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
801,Fabian Schär,['Newcastle United'],22,5,14,4,37,39,54%,0,5,47,72,30,1,112,113,95,16,34,34,0,2,2,No value,0,1,1,No value,No value,No value,No value,No value,0,No value,5,0,29,2,0,761,34.59,0,12,8%,1,94
802,Ezequiel Schelotto,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion']",8,3,2,0,7,4,75%,0,2,7,13,7,0,25,19,24,5,6,2,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,2,0,7,1,0,121,15.13,0,15,7%,0,3
803,Jeffrey Schlupp,['Crystal Palace'],17,6,8,1,16,18,50%,0,6,13,10,6,0,42,63,77,13,20,24,0,0,3,No value,0,1,2,No value,No value,No value,No value,No value,0,No value,2,0,17,1,1,314,18.47,2,9,22%,1,9
804,Kasper Schmeichel,['Leicester City'],38,18,12,13,41,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,1,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0,0,No value,0,"1,033",27.18,No value,No value,No value,No value,248
805,Morgan Schneiderlin,['Everton'],15,4,9,No value,No value,31,71%,No value,1,21,19,9,No value,55,52,48,3,17,11,No value,0,0,0.00,0,0,0,0,0,6,0,0%,0,0,4,1,18,0,0,561,37.40,0,8,13%,1,54
806,Sean Longstaff,['Newcastle United'],23,7,11,No value,No value,35,54%,No value,7,19,20,7,No value,73,85,93,7,17,21,No value,1,1,0.04,0,0,1,0,0,25,7,28%,0,0,2,1,17,0,1,631,27.43,2,33,24%,1,34
807,Ken Sema,"['Watford', 'Watford']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
808,Joel Senior,['Burnley'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
809,Meritan Shabani,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
810,Xherdan Shaqiri,['Liverpool'],7,6,1,No value,No value,1,0%,No value,2,0,0,0,No value,15,9,14,2,3,4,No value,0,1,0.14,0,0,1,0,0,4,1,25%,0,0,0,0,1,1,0,97,13.86,0,6,50%,0,8
811,Billy Sharp,['Sheffield United'],25,7,10,No value,No value,6,No value,No value,3,1,2,2,No value,No value,No value,No value,No value,No value,No value,No value,No value,3,0.12,1,1,1,0,0,16,7,44%,1,5,1,1,20,11,2,212,8.48,5,11,No value,No value,No value
812,Luke Shaw,['Manchester United'],24,12,5,7,15,34,53%,0,4,24,51,30,0,92,96,72,22,30,23,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,7,0,23,4,0,"1,143",47.63,1,38,24%,1,13
813,Jonjo Shelvey,['Newcastle United'],26,9,10,No value,No value,29,66%,No value,15,23,35,20,No value,139,67,78,15,17,13,No value,0,6,0.23,1,4,1,0,1,45,14,31%,2,1,3,0,19,1,2,"1,044",40.15,7,89,25%,5,143
814,Sam Sherring,['AFC Bournemouth'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
815,Djibril Sidibé,"['Everton (Loan)', 'Everton (Loan)']",25,9,10,4,30,83,53%,2,5,40,33,15,0,148,144,106,14,30,32,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,3,0,24,2,4,948,37.92,4,68,26%,5,54
816,Gylfi Sigurdsson,['Everton'],35,13,15,No value,No value,50,52%,No value,20,37,15,3,No value,147,103,147,16,14,24,No value,1,2,0.06,0,2,0,1,0,46,14,30%,1,3,3,0,34,2,3,"1,019",29.11,5,131,28%,3,47
817,David Silva,"['Manchester City', 'Manchester City']",27,19,5,No value,No value,26,54%,No value,15,13,5,1,No value,86,86,85,33,7,20,No value,0,6,0.22,0,1,5,0,2,47,18,38%,1,4,0,0,20,3,10,"1,483",54.93,11,33,9%,12,30
818,Ellis Simms,"['Everton', 'Everton']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
819,Jack Simpson,['AFC Bournemouth'],4,0,3,0,6,5,40%,0,1,2,12,4,0,18,14,12,4,4,2,0,1,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,1,0,0,93,23.25,0,0,0%,0,1
820,Josh Sims,"['Southampton', 'Southampton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
821,Jerome Sinclair,"['Watford', 'Watford', 'Watford']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
822,Moussa Sissoko,['Tottenham Hotspur'],29,13,8,No value,No value,39,64%,No value,3,27,35,15,No value,204,121,144,40,26,26,No value,0,2,0.07,0,2,0,0,0,15,4,27%,1,3,8,0,44,2,1,"1,246",42.97,1,23,9%,3,36
823,Melvin Sitti,"['Norwich City', 'Norwich City']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
824,Oliver Skipp,"['Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur']",7,4,0,No value,No value,2,100%,No value,0,0,0,0,No value,5,2,7,0,0,2,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,38,5.43,0,0,0%,0,2
825,Regan Slater,['Sheffield United'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
826,Callum Slattery,"['Southampton', 'Southampton', 'Southampton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
827,Islam Slimani,"['Leicester City', 'Leicester City', 'Leicester City']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
828,William Smallbone,"['Southampton', 'Southampton U21', 'Southampton']",9,5,1,No value,No value,10,No value,No value,2,1,1,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,6,0,0%,1,0,0,0,2,0,2,206,22.89,0,5,No value,No value,No value
829,Chris Smalling,"['Manchester United', 'Manchester United']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
830,Adam Smith,['AFC Bournemouth'],24,5,14,3,40,47,68%,0,1,25,48,19,0,92,145,119,24,35,29,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,7,0,25,2,1,841,35.04,2,28,21%,0,26
831,Emile Smith Rowe,"['Arsenal', 'Arsenal', 'Arsenal']",2,0,1,No value,No value,1,100%,No value,0,1,2,2,No value,5,4,4,2,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,35,17.50,0,1,0%,0,0
832,Robert Snodgrass,['West Ham United'],24,6,14,No value,No value,29,55%,No value,5,4,11,8,No value,101,94,118,19,15,27,No value,0,5,0.21,0,0,5,0,0,21,10,48%,1,2,4,0,20,4,5,505,21.04,5,136,29%,3,17
833,Sokratis,['Arsenal'],19,7,4,4,25,25,64%,0,2,17,67,39,1,71,100,62,5,59,28,0,1,2,No value,0,2,0,No value,No value,No value,No value,No value,1,No value,6,0,19,1,0,"1,029",54.16,2,1,0%,1,70
834,Dominic Solanke,"['AFC Bournemouth', 'Liverpool']",32,7,21,No value,No value,8,No value,No value,14,8,16,10,No value,No value,No value,No value,No value,No value,No value,No value,No value,3,0.09,1,2,0,0,0,32,8,25%,2,6,1,0,15,4,1,431,13.47,1,6,No value,No value,No value
835,Son Heung-Min,['Tottenham Hotspur'],30,14,8,No value,No value,23,No value,No value,19,19,17,10,No value,No value,No value,No value,No value,No value,No value,No value,No value,11,0.37,1,6,4,0,0,81,38,47%,3,6,0,1,17,17,10,797,26.57,12,77,No value,No value,No value
836,Andreas Söndergaard,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
837,Elias Sorensen,"['Newcastle United', 'Newcastle United', 'Newcastle United']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
838,Pape Souaré,['Crystal Palace'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
839,Tomas Soucek,"['West Ham United', 'West Ham United (Loan)', 'West Ham United (Loan)']",13,3,6,No value,No value,29,52%,No value,4,22,34,21,No value,48,108,69,0,71,40,No value,0,3,0.23,2,0,1,0,0,20,8,40%,0,3,0,0,11,0,0,394,30.31,0,2,0%,0,15
840,Çaglar Söyüncü,['Leicester City'],34,16,10,12,33,60,67%,0,0,43,151,73,1,195,202,117,17,109,64,0,0,1,No value,1,0,0,No value,No value,No value,No value,No value,0,No value,4,1,30,1,1,"2,319",68.21,1,4,0%,0,111
841,Bayli Spencer-Adams,['Watford'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
842,Julian Speroni,['Crystal Palace'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
