,Name,club,Appearances,Wins,Losses,Clean sheets,Goals conceded,Tackles,Tackle success (%),Last man tackles,Blocked shots,Interceptions,Clearances,Headed clearances,Clearances off the line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goals,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Free-kicks scored,Shots,Shots on target,Shot accuracy,Hit the woodwork,Big chances missed,Yellow cards,Red cards,Fouls commited,Offsides,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy (%),Through balls,Accurate long balls
843,Jack Spong,"['Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
844,Dennis Srbeny,['Norwich City'],8,2,5,No value,No value,5,No value,No value,0,0,1,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.13,0,0,1,0,0,2,1,50%,0,0,0,0,1,0,0,18,2.25,0,0,No value,No value,No value
845,Jack Stacey,['AFC Bournemouth'],19,4,11,1,27,21,52%,0,0,18,54,34,0,88,74,62,16,27,20,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,2,0,10,1,2,601,31.63,4,36,11%,1,28
846,Junior Stanislas,['AFC Bournemouth'],15,2,11,No value,No value,10,70%,No value,7,4,5,3,No value,43,33,32,11,8,8,No value,0,3,0.20,0,3,0,1,0,18,7,39%,1,0,1,0,5,1,0,261,17.40,0,37,19%,2,4
847,Richard Stearman,['Sheffield United'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
848,Jason Steele,['Brighton and Hove Albion'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
849,Jed Steer,['Aston Villa'],1,0,1,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,2,2.00,No value,No value,No value,No value,0
850,Zack Steffen,"['Manchester City', 'Manchester City']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
851,Maarten Stekelenburg,"['Everton', 'Everton']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
852,Michael Stensgaard,['Southampton (Loan)'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
853,Dale Stephens,['Brighton and Hove Albion'],33,9,14,No value,No value,73,60%,No value,6,58,39,25,No value,230,108,129,10,19,22,No value,0,0,0.00,0,0,0,0,0,19,2,11%,0,0,8,0,42,0,1,"1,675",50.76,2,4,0%,3,110
854,Dujon Sterling,['Chelsea'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
855,Jamie Sterry,"['Newcastle United', 'Newcastle United']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
856,Steve Cook,['AFC Bournemouth'],29,6,17,3,47,22,50%,1,4,44,151,76,1,112,153,93,3,115,66,0,0,1,No value,1,0,0,No value,No value,No value,No value,No value,1,No value,6,1,16,1,0,"1,271",43.83,1,1,0%,0,78
857,Enda Stevens,['Sheffield United'],38,14,12,12,39,81,57%,0,7,35,59,22,0,226,192,186,61,31,32,0,2,2,No value,1,0,1,No value,No value,No value,No value,No value,0,No value,7,0,39,2,4,"1,469",38.66,9,123,16%,2,70
858,Layton Stewart,"['Liverpool', 'Liverpool']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
859,Marco Stiepermann,['Norwich City'],24,3,18,No value,No value,20,40%,No value,7,5,16,12,No value,56,67,127,17,15,56,No value,0,0,0.00,0,0,0,0,0,19,6,32%,1,0,6,0,22,0,0,404,16.83,1,6,0%,5,9
860,John Stones,['Manchester City'],16,11,3,3,16,16,63%,0,1,9,31,16,0,69,66,30,5,44,24,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,5,1,0,"1,035",64.69,0,0,0%,0,52
861,Daniel Sturridge,['Liverpool'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
862,Denis Suárez,['Arsenal (Loan)'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
863,Andrew Surman,"['AFC Bournemouth', 'AFC Bournemouth']",5,2,3,No value,No value,4,50%,No value,1,1,4,3,No value,18,9,11,0,4,6,No value,0,0,0.00,0,0,0,0,0,1,0,0%,0,0,1,0,1,0,0,127,25.40,0,3,67%,0,6
864,Sam Surridge,"['AFC Bournemouth', 'AFC Bournemouth']",4,1,3,No value,No value,0,No value,No value,0,1,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,2,0,0%,0,1,0,0,2,0,0,9,2.25,0,1,No value,No value,No value
865,Markus Suttner,"['Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
866,Alexander Sørloth,"['Crystal Palace', 'Crystal Palace']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
867,Japhet Tanganga,"['Tottenham Hotspur', 'Tottenham Hotspur U21']",6,1,3,2,7,17,53%,0,1,11,29,21,1,27,45,32,6,18,11,0,1,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,8,0,0,201,33.50,0,2,0%,0,6
868,Shani Tarashaj,"['Everton', 'Everton']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
869,Matt Targett,"['Aston Villa', 'Southampton']",28,7,14,4,40,52,56%,0,1,56,68,31,0,122,113,121,8,37,38,0,0,1,No value,0,0,1,No value,No value,No value,No value,No value,0,No value,4,0,27,0,2,947,33.82,8,81,27%,3,49
870,James Tarkowski,['Burnley'],38,15,14,15,50,66,65%,1,6,63,200,111,0,180,307,145,13,198,74,0,0,2,No value,0,1,1,No value,No value,No value,No value,No value,0,No value,10,0,49,3,2,"1,350",35.53,6,4,0%,0,105
871,Percy Tau,"['Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
872,Nikola Tavares,"['Crystal Palace', 'Crystal Palace', 'Crystal Palace']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
873,Neil Taylor,['Aston Villa'],14,3,9,2,25,16,69%,1,1,20,27,8,0,56,33,34,2,9,15,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,2,0,8,0,0,419,29.93,1,9,11%,0,15
874,Slobodan Tedic,['Manchester City'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
875,Nathan Tella,"['Southampton', 'Southampton', 'Southampton']",1,1,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,2,1,0,1,1,No value,0,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,0,1,1.00,0,0,0%,0,0
876,Alexander Tettey,['Norwich City'],30,5,20,No value,No value,23,78%,No value,10,43,67,28,No value,165,80,89,15,36,29,No value,0,1,0.03,0,0,1,0,0,23,4,17%,2,0,5,0,21,0,1,"1,293",43.10,1,4,25%,1,47
877,Bobby Thomas,"['Burnley', 'Burnley', 'Burnley']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
878,Dominic Thompson,['Arsenal U21'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
879,Youri Tielemans,"['Leicester City', 'Leicester City (Loan)']",37,17,12,No value,No value,52,56%,No value,21,22,12,4,No value,188,155,156,29,26,30,No value,0,3,0.08,0,2,1,0,0,56,13,23%,1,1,2,0,32,1,6,"1,780",48.11,8,81,19%,13,99
880,Kieran Tierney,['Arsenal'],15,6,5,1,16,20,80%,0,1,9,30,10,0,60,53,35,12,9,15,0,0,1,No value,0,0,1,No value,No value,No value,No value,No value,0,No value,2,0,8,0,1,441,29.40,1,44,18%,0,18
881,Timi Odusina,['Norwich City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
882,Tom Dele-Bashiru,['Watford'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
883,James Tomkins,['Crystal Palace'],18,3,8,3,23,29,59%,0,0,21,99,42,0,82,100,53,1,60,32,0,0,1,No value,1,0,0,No value,No value,No value,No value,No value,0,No value,5,0,14,1,1,671,37.28,0,1,0%,1,46
884,Fikayo Tomori,['Chelsea'],15,9,4,4,18,29,55%,1,1,22,42,19,0,95,78,47,9,34,28,0,0,1,No value,0,1,0,No value,No value,No value,No value,No value,0,No value,3,0,7,1,0,"1,151",76.73,0,4,25%,3,42
885,Toni Martínez,['West Ham United'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
886,Lucas Torreira,['Arsenal'],29,10,6,No value,No value,31,52%,No value,4,34,22,10,No value,107,101,81,17,11,21,No value,0,1,0.03,0,1,0,0,0,21,6,29%,0,1,7,0,24,0,1,903,31.14,0,12,25%,2,34
887,Cenk Tosun,"['Crystal Palace (Loan)', 'Everton', 'Everton (Loan)', 'Everton']",10,3,3,No value,No value,4,No value,No value,3,0,2,2,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.20,2,0,0,0,0,15,5,33%,0,1,0,0,8,2,0,98,9.80,1,4,No value,No value,No value
888,Andros Townsend,['Crystal Palace'],24,7,13,No value,No value,34,62%,No value,4,15,6,2,No value,97,102,92,38,5,11,No value,1,1,0.04,0,0,1,0,0,12,5,42%,0,0,0,0,9,1,1,393,16.38,3,67,24%,1,11
889,Adama Traoré,['Wolverhampton Wanderers'],37,15,9,No value,No value,33,No value,No value,15,13,13,8,No value,No value,No value,No value,No value,No value,No value,No value,No value,4,0.11,0,4,0,0,0,43,12,28%,2,4,1,0,39,6,9,713,19.27,10,183,No value,No value,No value
890,Mark Travers,['AFC Bournemouth'],1,0,1,0,3,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,1,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,25,25.00,No value,No value,No value,No value,2
891,Trézéguet,['Aston Villa'],34,8,19,No value,No value,38,42%,No value,22,25,14,9,No value,79,128,166,30,29,44,No value,0,6,0.18,0,5,1,0,0,50,17,34%,2,3,2,1,35,6,1,364,10.71,0,67,16%,0,9
892,Kieran Trippier,['Tottenham Hotspur'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
893,Leandro Trossard,['Brighton and Hove Albion'],31,6,13,No value,No value,22,No value,No value,8,9,6,2,No value,No value,No value,No value,No value,No value,No value,No value,No value,5,0.16,0,3,2,0,0,41,12,29%,2,8,0,0,14,4,3,710,22.90,5,75,No value,No value,No value
894,Nathan Trott,['West Ham United'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
895,Tom Trybull,['Norwich City'],16,2,10,No value,No value,39,64%,No value,3,16,32,14,No value,63,79,92,6,24,15,No value,0,0,0.00,0,0,0,0,0,11,2,18%,0,0,2,0,26,2,0,615,38.44,0,0,0%,0,27
896,Aaron Tshibola,['Aston Villa'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
897,Axel Tuanzebe,"['Aston Villa (Loan)', 'Manchester United']",5,2,1,0,3,2,100%,0,0,5,4,3,0,15,8,20,0,3,12,0,1,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,3,0,0,136,27.20,0,1,0%,0,4
898,Joe Tupper,['Reading'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
899,Tyler Smith,['Sheffield United'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
900,Ike Ugbo,['Chelsea U21'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
901,Leonardo Ulloa,['Leicester City'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
902,Luis Antonio Valencia,['Manchester United'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
903,Yan Valery,['Southampton'],11,3,7,0,20,20,35%,0,1,13,29,10,0,45,62,64,14,20,17,0,2,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,7,3,0,222,20.18,2,11,18%,1,6
904,Jesús Vallejo,['Wolverhampton Wanderers (Loan)'],2,0,1,0,6,1,100%,0,0,2,7,2,0,11,8,7,1,5,3,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,2,0,0,118,59.00,0,1,100%,0,8
905,Patrick van Aanholt,['Crystal Palace'],29,11,15,8,38,43,53%,0,9,45,44,22,1,176,83,88,16,17,16,1,0,3,No value,0,0,3,No value,No value,No value,No value,No value,1,No value,0,0,9,2,2,"1,216",41.93,5,92,34%,2,30
906,Sepp van den Berg,"['Liverpool', 'Liverpool']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
907,Virgil van Dijk,['Liverpool'],38,32,3,15,33,23,52%,2,5,40,162,83,1,220,239,81,3,191,60,0,1,5,No value,5,0,0,No value,No value,No value,No value,No value,1,No value,1,0,16,1,1,"3,259",85.76,2,0,0%,7,205
908,Marco van Ginkel,['Chelsea'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
909,Jamie Vardy,['Leicester City'],35,16,11,No value,No value,15,No value,No value,18,2,22,17,No value,No value,No value,No value,No value,No value,No value,No value,No value,23,0.66,3,11,9,4,0,89,43,48%,4,18,2,0,20,28,5,442,12.63,12,31,No value,No value,No value
910,Indiana Vassilev,"['Aston Villa', 'Aston Villa']",4,1,2,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,0,0,2,0,11,2.75,0,0,No value,No value,No value
911,Michael Verrips,['Sheffield United'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
912,Jan Vertonghen,"['Tottenham Hotspur', 'Tottenham Hotspur']",23,10,7,4,24,40,60%,0,1,33,66,32,0,108,121,52,5,59,25,0,0,1,No value,1,0,0,No value,No value,No value,No value,No value,0,No value,2,0,7,0,1,"1,101",47.87,2,19,5%,0,40
913,Jannik Vestergaard,['Southampton'],19,6,10,4,26,19,63%,0,2,26,97,50,0,80,112,58,3,81,29,0,0,1,No value,1,0,0,No value,No value,No value,No value,No value,1,No value,3,0,9,0,0,822,43.26,1,1,100%,0,42
914,Nikola Vlasic,"['Everton', 'Everton', 'Everton', 'Everton', 'Everton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
915,Sam Vokes,['Burnley'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
916,Jake Vokins,"['Southampton', 'Southampton U21', 'Southampton']",1,0,0,0,1,2,100%,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,58,58.00,0,1,0%,0,3
917,Michel Vorm,"['Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
918,Mario Vrancic,['Norwich City'],20,1,15,No value,No value,27,59%,No value,5,10,3,2,No value,46,53,46,5,8,9,No value,1,1,0.05,0,1,0,0,0,14,3,21%,0,2,3,0,13,1,0,452,22.60,1,6,0%,3,16
919,Matej Vydra,['Burnley'],19,6,7,No value,No value,4,75%,No value,1,1,6,4,No value,16,41,70,6,19,47,No value,0,2,0.11,0,1,1,0,0,18,10,56%,1,7,0,0,1,3,1,136,7.16,1,3,0%,2,0
920,Theo Walcott,['Everton'],25,10,10,No value,No value,13,No value,No value,12,8,1,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.08,1,1,0,0,0,31,10,32%,1,5,1,0,9,10,3,354,14.16,7,42,No value,No value,No value
921,Kyle Walker,['Manchester City'],29,20,7,10,24,28,64%,0,5,28,35,15,1,144,96,99,23,30,33,0,0,1,No value,0,0,1,No value,No value,No value,No value,No value,0,No value,5,0,27,3,4,"1,939",66.86,1,54,19%,1,125
922,Kyle Walker-Peters,"['Southampton', 'Southampton (Loan)', 'Tottenham Hotspur', 'Tottenham Hotspur']",13,6,3,2,12,21,62%,0,2,17,22,10,0,75,77,53,22,9,19,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,7,2,0,532,40.92,2,19,5%,0,14
923,Jonathan Walters,['Burnley'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
924,Christian Walton,['Brighton and Hove Albion'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
925,Aaron Wan-Bissaka,"['Manchester United', 'Crystal Palace']",35,17,7,11,33,129,62%,0,2,66,58,26,0,179,226,148,54,24,35,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,8,0,21,1,4,"1,651",47.17,4,103,14%,2,33
926,Victor Wanyama,['Tottenham Hotspur'],2,1,1,No value,No value,0,0%,No value,0,0,0,0,No value,4,3,1,1,1,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,1,0,1,0,0,19,9.50,0,0,0%,0,1
927,Stephen Ward,['Burnley'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
928,James Ward-Prowse,['Southampton'],38,15,16,No value,No value,92,52%,No value,14,60,71,38,No value,249,218,202,14,73,65,No value,0,5,0.13,0,4,1,1,2,57,26,46%,1,5,9,0,57,0,3,"1,666",43.84,7,267,22%,2,81
929,Conor Washington,['Sheffield United'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
930,Elliot Watt,['Wolverhampton Wanderers'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
931,Kelland Watts,"['Newcastle United', 'Newcastle United', 'Newcastle United', 'Newcastle United U21']",1,0,1,0,1,1,0%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,3,3.00,0,0,0%,0,0
932,Adam Webster,['Brighton and Hove Albion'],31,7,12,5,44,30,57%,0,3,45,107,53,0,177,170,104,14,111,65,1,1,3,No value,2,1,0,No value,No value,No value,No value,No value,0,No value,4,0,13,0,1,"1,880",60.65,2,6,33%,1,114
933,Danny Welbeck,"['Watford', 'Arsenal']",18,2,12,No value,No value,14,No value,No value,4,5,5,4,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.11,0,1,1,0,0,22,9,41%,0,5,0,0,9,2,0,165,9.17,0,1,No value,No value,No value
934,Nahki Wells,"['Burnley', 'Burnley', 'Burnley']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
